Approved_Symbol	Entrez_ID	BIG-C_Category	Affymetrix_HGU133A	BrainArray_HGU133A	Affymetrix_HGU133A2	BrainArray_HGU133A2	Affymetrix_HGU133-Plus2	BrainArray_HGU133-Plus2	Affymetrix_HuGene1-1	BrainArray_HuGene1-1	Illumina_HWG-6v2	Illumina_HWG-6v3	Illumina_HT-12v3	Illumina_HT-12v4
USF3	205717	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
USH1G	124590	Cytoskeleton	0	0	0	0	1	1	1	1	1	1	1	1
USP28	57646	DNA-Repair	0	0	0	0	1	1	1	1	1	1	1	1
USP30	84749	Autophagy	0	0	0	0	1	1	1	1	1	1	1	1
USP31	57478	Ubiquitylation-and-Sumoylation	0	0	0	0	1	1	1	1	1	1	1	1
USP37	57695	Pro-Proliferation	0	0	0	0	1	1	1	1	1	1	1	1
USP38	84640	Ubiquitylation-and-Sumoylation	0	0	0	0	1	1	1	1	1	1	1	1
USP42	84132	Ubiquitylation-and-Sumoylation	0	0	0	0	1	1	1	1	1	1	1	1
USP44	84101	Pro-Proliferation	0	0	0	0	1	1	1	1	1	1	1	1
USP54	159195	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
UTP15	84135	Nucleus-and-Nucleolus	0	0	0	0	1	1	1	1	1	1	1	1
UTP23	84294	Nucleus-and-Nucleolus	0	0	0	0	1	1	1	1	1	1	1	1
UTP4	84916	Nucleus-and-Nucleolus	0	0	0	0	1	1	1	1	1	1	1	1
UVSSA	57654	DNA-Repair	0	0	0	0	1	1	1	1	1	1	1	1
VANGL2	57216	WNT-Signaling	0	0	0	0	1	1	1	1	1	1	1	1
VARS2	57176	Mitochondria-DNA-to-RNA	0	0	0	0	1	1	1	1	1	1	1	1
VAT1L	57687	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
VIT	5212	Secreted-and-ECM	0	0	0	0	1	1	1	1	1	1	1	1
VKORC1L1	154807	Endoplasmic-Reticulum	0	0	0	0	1	1	1	1	1	1	1	1
VMA21	203547	Endoplasmic-Reticulum	0	0	0	0	1	1	1	1	1	1	1	1
VMO1	284013	Secreted-and-ECM	0	0	0	0	1	1	1	1	1	1	1	1
VPS18	57617	Endosome-and-Vesicles	0	0	0	0	1	1	1	1	1	1	1	1
VPS25	84313	Endocytosis	0	0	0	0	1	1	1	1	1	1	1	1
VPS26B	112936	Endocytosis	0	0	0	0	1	1	1	1	1	1	1	1
VPS29	51699	Endocytosis	0	0	0	0	1	1	1	1	1	1	1	1
VPS36	51028	Endocytosis	0	0	0	0	1	1	1	1	1	1	1	1
VPS37A	137492	Endocytosis	0	0	0	0	1	1	1	1	1	1	1	1
VPS37D	155382	Endocytosis	0	0	0	0	1	1	1	1	1	1	1	1
VSIG1	340547	General-Cell-Surface	0	0	0	0	1	1	1	1	1	1	1	1
VSIG10L	147645	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
VSIG2	23584	General-Cell-Surface	0	0	0	0	1	1	1	1	1	1	1	1
VSTM1	284415	Immune-Cell-Surface	0	0	0	0	1	1	1	1	1	1	1	1
VTA1	51534	Endocytosis	0	0	0	0	1	1	1	1	1	1	1	1
VTI1A	143187	Endosome-and-Vesicles	0	0	0	0	1	1	1	1	1	1	1	1
VWA5B2	90113	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
VWCE	220001	Secreted-and-ECM	0	0	0	0	1	1	1	1	1	1	1	1
WDFY2	115825	Endosome-and-Vesicles	0	0	0	0	1	1	1	1	1	1	1	1
WDPCP	51057	Cytoskeleton	0	0	0	0	1	1	1	1	1	1	1	1
WDR20	91833	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
WDR24	84219	Intracellular-Signaling	0	0	0	0	1	1	1	1	1	1	1	1
WDR27	253769	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
WDR35	57539	Cytoskeleton	0	0	0	0	1	1	1	1	1	1	1	1
WDR36	134430	Nucleus-and-Nucleolus	0	0	0	0	1	1	1	1	1	1	1	1
WDR5	11091	General-Transcription	0	0	0	0	1	1	1	1	1	1	1	1
WDR53	348793	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
WDR54	84058	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
WDR64	128025	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
WDR75	84128	Nucleus-and-Nucleolus	0	0	0	0	1	1	1	1	1	1	1	1
WDR81	124997	Mitochondria-General	0	0	0	0	1	1	1	1	1	1	1	1
WDR83	84292	Intracellular-Signaling	0	0	0	0	1	1	1	1	1	1	1	1
WDR89	112840	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
WDR90	197335	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
WDR92	116143	Cytoskeleton	0	0	0	0	1	1	1	1	1	1	1	1
WFDC12	128488	Secreted-and-ECM	0	0	0	0	1	1	1	1	1	1	1	1
WFDC3	140686	Secreted-and-ECM	0	0	0	0	1	1	1	1	1	1	1	1
WFDC6	140870	Secreted-and-ECM	0	0	0	0	1	1	1	1	1	1	1	1
WHAMM	123720	Golgi	0	0	0	0	1	1	1	1	1	1	1	1
WIPF3	644150	Endocytosis	0	0	0	0	1	1	1	1	1	1	1	1
WNK2	65268	Intracellular-Signaling	0	0	0	0	1	1	1	1	1	1	1	1
WNT10A	80326	WNT-Signaling	0	0	0	0	1	1	1	1	1	1	1	1
WNT8A	7478	WNT-Signaling	0	0	0	0	1	1	1	1	1	1	1	1
WNT9B	7484	WNT-Signaling	0	0	0	0	1	1	1	1	1	1	1	1
XIRP1	165904	Cytoskeleton	0	0	0	0	1	1	1	1	1	1	1	1
XIRP2	129446	Cytoskeleton	0	0	0	0	1	1	1	1	1	1	1	1
XPO5	57510	MicroRNA-Processing	0	0	0	0	1	1	1	1	1	1	1	1
XPR1	9213	Transporters	0	0	0	0	1	1	1	1	1	1	1	1
XRN1	54464	mRNA-Translation	0	0	0	0	1	1	1	1	1	1	1	1
XRN2	22803	General-Transcription	0	0	0	0	1	1	1	1	1	1	1	1
XXYLT1	152002	Endoplasmic-Reticulum	0	0	0	0	1	1	1	1	1	1	1	1
YBEY	54059	Nucleus-and-Nucleolus	0	0	0	0	1	1	1	1	1	1	1	1
YDJC	150223	Cytoplasm-and-Biochemistry	0	0	0	0	1	1	1	1	1	1	1	1
YJEFN3	374887	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
YPEL2	388403	Nucleus-and-Nucleolus	0	0	0	0	1	1	1	1	1	1	1	1
YPEL3	83719	Intracellular-Signaling	0	0	0	0	1	1	1	1	1	1	1	1
YWHAG	7532	Intracellular-Signaling	0	0	0	0	1	1	1	1	1	1	1	1
ZADH2	284273	Peroxisomes	0	0	0	0	1	1	1	1	1	1	1	1
ZBED3	84327	Intracellular-Signaling	0	0	0	0	1	1	1	1	1	1	1	1
ZBED6CL	113763	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
ZBTB2	57621	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZBTB21	49854	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZBTB34	403341	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZBTB37	84614	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZBTB4	57659	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZBTB41	360023	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZBTB46	140685	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZBTB47	92999	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZBTB8OS	339487	mRNA-Translation	0	0	0	0	1	1	1	1	1	1	1	1
ZBTB9	221504	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZC3H18	124245	Nucleus-and-Nucleolus	0	0	0	0	1	1	1	1	1	1	1	1
ZC3H6	376940	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
ZC3HAV1L	92092	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
ZC3HC1	51530	Anti-Proliferation	0	0	0	0	1	1	1	1	1	1	1	1
ZCCHC17	51538	Nucleus-and-Nucleolus	0	0	0	0	1	1	1	1	1	1	1	1
ZCCHC3	85364	Nucleus-and-Nucleolus	0	0	0	0	1	1	1	1	1	1	1	1
ZCCHC5	203430	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
ZCCHC7	84186	Nucleus-and-Nucleolus	0	0	0	0	1	1	1	1	1	1	1	1
ZCCHC9	84240	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZCRB1	85437	Nucleus-and-Nucleolus	0	0	0	0	1	1	1	1	1	1	1	1
ZDBF2	57683	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
ZDHHC1	29800	Endoplasmic-Reticulum	0	0	0	0	1	1	1	1	1	1	1	1
ZDHHC11	79844	Endoplasmic-Reticulum	0	0	0	0	1	1	1	1	1	1	1	1
ZDHHC12	84885	Endoplasmic-Reticulum	0	0	0	0	1	1	1	1	1	1	1	1
ZDHHC15	158866	Golgi	0	0	0	0	1	1	1	1	1	1	1	1
ZDHHC16	84287	Endoplasmic-Reticulum	0	0	0	0	1	1	1	1	1	1	1	1
ZDHHC19	131540	Endoplasmic-Reticulum	0	0	0	0	1	1	1	1	1	1	1	1
ZDHHC2	51201	Golgi	0	0	0	0	1	1	1	1	1	1	1	1
ZDHHC20	253832	Golgi	0	0	0	0	1	1	1	1	1	1	1	1
ZDHHC21	340481	Golgi	0	0	0	0	1	1	1	1	1	1	1	1
ZDHHC22	283576	Golgi	0	0	0	0	1	1	1	1	1	1	1	1
ZDHHC5	25921	General-Cell-Surface	0	0	0	0	1	1	1	1	1	1	1	1
ZDHHC8	29801	Golgi	0	0	0	0	1	1	1	1	1	1	1	1
ZDHHC9	51114	Endoplasmic-Reticulum	0	0	0	0	1	1	1	1	1	1	1	1
ZFAND2A	90637	Proteasome	0	0	0	0	1	1	1	1	1	1	1	1
ZFAND2B	130617	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
ZFAND4	93550	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
ZFAT	57623	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZFP1	162239	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZFP14	57677	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZFP28	140612	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZFP3	124961	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZFP42	132625	Nucleus-and-Nucleolus	0	0	0	0	1	1	1	1	1	1	1	1
ZFP57	346171	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZFP82	284406	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZFP90	146198	Immune-Signaling	0	0	0	0	1	1	1	1	1	1	1	1
ZFYVE1	53349	Endoplasmic-Reticulum	0	0	0	0	1	1	1	1	1	1	1	1
ZFYVE19	84936	Pro-Proliferation	0	0	0	0	1	1	1	1	1	1	1	1
ZFYVE27	118813	Endocytosis	0	0	0	0	1	1	1	1	1	1	1	1
ZFYVE28	57732	Intracellular-Signaling	0	0	0	0	1	1	1	1	1	1	1	1
ZG16B	124220	Secreted-and-ECM	0	0	0	0	1	1	1	1	1	1	1	1
ZGRF1	55345	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
ZIK1	284307	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZKSCAN2	342357	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZMAT2	153527	mRNA-Splicing	0	0	0	0	1	1	1	1	1	1	1	1
ZMYND15	84225	Chromatin-Remodeling	0	0	0	0	1	1	1	1	1	1	1	1
ZMYND19	116225	Golgi	0	0	0	0	1	1	1	1	1	1	1	1
ZNF101	94039	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF138	7697	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF169	169841	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF18	7566	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF2	7549	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF25	219749	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF256	10172	Pro-Proliferation	0	0	0	0	1	1	1	1	1	1	1	1
ZNF260	339324	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF30	90075	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF300	91975	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF311	282890	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF317	57693	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF319	57567	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF320	162967	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF326	284695	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF333	84449	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF33A	7581	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF341	84905	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF346	23567	Nucleus-and-Nucleolus	0	0	0	0	1	1	1	1	1	1	1	1
ZNF347	84671	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF354C	30832	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF366	167465	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF367	195828	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF382	84911	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF385A	25946	Pro-Proliferation	0	0	0	0	1	1	1	1	1	1	1	1
ZNF397	84307	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF398	57541	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF404	342908	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF414	84330	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF416	55659	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF417	147687	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF420	147923	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF436	80818	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF438	220929	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF439	90594	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF441	126068	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF445	353274	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF449	203523	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF461	92283	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF462	58499	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF470	388566	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF48	197407	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF483	158399	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF485	220992	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF486	90649	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF496	84838	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF502	91392	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF512	84450	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF514	84874	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF518B	85460	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF519	162655	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF521	25925	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF524	147807	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF526	116115	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF540	163255	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF555	148254	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF558	148156	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF563	147837	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF564	163050	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF565	147929	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF566	84924	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF567	163081	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF569	148266	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF57	126295	General-Transcription	0	0	0	0	1	1	1	1	1	1	1	1
ZNF570	148268	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF581	51545	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF584	201514	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF585A	199704	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF585B	92285	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF596	169270	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF597	146434	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF599	148103	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF600	162966	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF605	100289635	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF607	84775	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF608	57507	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
ZNF615	284370	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF616	90317	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF618	114991	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF621	285268	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF622	90441	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF626	199777	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF628	89887	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF641	121274	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF644	84146	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF649	65251	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF655	79027	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF662	389114	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF670	93474	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF677	342926	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF678	339500	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF680	340252	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF681	148213	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF683	257101	Immune-Signaling	0	0	0	0	1	1	1	1	1	1	1	1
ZNF684	127396	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF689	115509	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF700	90592	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF704	619279	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
ZNF708	7562	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF709	163051	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF740	283337	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF746	155061	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF75A	7627	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF763	284390	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF766	90321	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF77	58492	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF775	285971	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF777	27153	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF780A	284323	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF781	163115	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF782	158431	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF784	147808	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF785	146540	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF786	136051	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF792	126375	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF800	168850	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF805	390980	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF823	55552	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF827	152485	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF829	374899	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNF830	91603	Pro-Proliferation	0	0	0	0	1	1	1	1	1	1	1	1
ZNF831	128611	Nucleus-and-Nucleolus	0	0	0	0	1	1	1	1	1	1	1	1
ZNF92	168374	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZNFX1	57169	Mitochondria-General	0	0	0	0	1	1	1	1	1	1	1	1
ZNRD1	30834	General-Transcription	0	0	0	0	1	1	1	1	1	1	1	1
ZNRF1	84937	Ubiquitylation-and-Sumoylation	0	0	0	0	1	1	1	1	1	1	1	1
ZNRF2	223082	Ubiquitylation-and-Sumoylation	0	0	0	0	1	1	1	1	1	1	1	1
ZP1	22917	Secreted-and-ECM	0	0	0	0	1	1	1	1	1	1	1	1
ZPLD1	131368	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
ZRANB1	54764	Intracellular-Signaling	0	0	0	0	1	1	1	1	1	1	1	1
ZRANB2	9406	mRNA-Splicing	0	0	0	0	1	1	1	1	1	1	1	1
ZRANB3	84083	Pro-Proliferation	0	0	0	0	1	1	1	1	1	1	1	1
ZSCAN1	284312	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZSCAN20	7579	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZSCAN21	7589	Endoplasmic-Reticulum	0	0	0	0	1	1	1	1	1	1	1	1
ZSCAN25	221785	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZSCAN29	146050	Transcription-Factors	0	0	0	0	1	1	1	1	1	1	1	1
ZSWIM6	57688	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
ZUFSP	221302	Unknown	0	0	0	0	1	1	1	1	1	1	1	1
ZYG11B	79699	Ubiquitylation-and-Sumoylation	0	0	0	0	1	1	1	1	1	1	1	1
FZD8	8325	WNT-Signaling	1	1	0	1	0	1	1	1	1	1	1	1
PCDHA3	56145	General-Cell-Surface	1	1	0	1	0	1	1	1	1	1	1	1
ZNF768	79724	Transcription-Factors	1	1	0	1	0	1	1	1	1	1	1	1
CARM1	10498	Chromatin-Remodeling	0	1	0	1	0	1	1	1	1	1	1	1
CYP51A1	1595	Endoplasmic-Reticulum	0	1	0	1	0	1	1	1	1	1	1	1
DLST	1743	Mitochondria-TCA-Cycle	0	1	0	1	0	1	1	1	1	1	1	1
FAM136A	84908	Mitochondria-General	0	1	0	1	0	1	1	1	1	1	1	1
GUCA2A	2980	Secreted-and-ECM	0	1	0	1	0	1	1	1	1	1	1	1
HIST1H2BF	8343	Chromatin-Remodeling	0	1	0	1	0	1	1	1	1	1	1	1
HIST1H2BI	8346	Chromatin-Remodeling	0	1	0	1	0	1	1	1	1	1	1	1
NR1D1	9572	Nuclear-Hormone-Receptors	0	1	0	1	0	1	1	1	1	1	1	1
NUAK2	81788	Anti-Apoptosis	0	1	0	1	0	1	1	1	1	1	1	1
NXN	64359	Intracellular-Signaling	0	1	0	1	0	1	1	1	1	1	1	1
ORM2	5005	Secreted-and-ECM	0	1	0	1	0	1	1	1	1	1	1	1
RPL13	6137	mRNA-Translation	0	1	0	1	0	1	1	1	1	1	1	1
RPL13P5	283345	Pseudogenes	0	1	0	1	0	1	1	1	1	1	1	1
RPL4	6124	mRNA-Translation	0	1	0	1	0	1	1	1	1	1	1	1
SLC35E2	9906	Transporters	0	1	0	1	0	1	1	1	1	1	1	1
ZC3H11A	9877	mRNA-Translation	0	1	0	1	0	1	1	1	1	1	1	1
CCDC107	203260	Unknown	0	0	0	0	0	1	1	1	1	1	1	1
LRRC37B	114659	Unknown	0	0	0	0	0	1	1	1	1	1	1	1
PRPF40B	25766	mRNA-Splicing	0	0	0	0	0	1	1	1	1	1	1	1
RNF169	254225	DNA-Repair	0	0	0	0	0	1	1	1	1	1	1	1
SCIMP	388325	Immune-Cell-Surface	0	0	0	0	0	1	1	1	1	1	1	1
SLC35E4	339665	Transporters	0	0	0	0	0	1	1	1	1	1	1	1
SPRR2A	6700	General-Cell-Surface	0	0	0	0	0	1	1	1	1	1	1	1
TMEM200B	399474	Unknown	0	0	0	0	0	1	1	1	1	1	1	1
ZNF69	7620	Transcription-Factors	0	0	0	0	0	1	1	1	1	1	1	1
ABHD17A	81926	Unknown	1	0	1	0	1	0	1	1	1	1	1	1
ACKR4	51554	General-Cell-Surface	1	0	1	0	1	0	1	1	1	1	1	1
ACSL4	2182	Fatty-Acid-Biosynthesis	1	0	1	0	1	0	1	1	1	1	1	1
ANKRD36B	57730	Unknown	1	0	1	0	1	0	1	1	1	1	1	1
AP3S1	1176	Endosome-and-Vesicles	1	0	1	0	1	0	1	1	1	1	1	1
APIP	51074	Pattern-Recognition-Receptors	1	0	1	0	1	0	1	1	1	1	1	1
ARL4A	10124	RAS-Superfamily	1	0	1	0	1	0	1	1	1	1	1	1
ARMCX6	54470	Unknown	1	0	1	0	1	0	1	1	1	1	1	1
ARPC3	10094	Endocytosis	1	0	1	0	1	0	1	1	1	1	1	1
ATF4	468	Unfolded-Protein-and-Stress	1	0	1	0	1	0	1	1	1	1	1	1
ATP5H	10476	Mitochondria-Oxidative-Phosphorylation	1	0	1	0	1	0	1	1	1	1	1	1
BAK1	578	Pro-Apoptosis	1	0	1	0	1	0	1	1	1	1	1	1
BZW1	9689	Transcription-Factors	1	0	1	0	1	0	1	1	1	1	1	1
C1orf106	55765	Unknown	1	0	1	0	1	0	1	1	1	1	1	1
CAPZA1	829	Endocytosis	1	0	1	0	1	0	1	1	1	1	1	1
CBX1	10951	Chromatin-Remodeling	1	0	1	0	1	0	1	1	1	1	1	1
CCDC71	64925	Unknown	1	0	1	0	1	0	1	1	1	1	1	1
CES1	1066	Endoplasmic-Reticulum	1	0	1	0	1	0	1	1	1	1	1	1
CFHR4	10877	Secreted-and-ECM	1	0	1	0	1	0	1	1	1	1	1	1
CHEK2	11200	Anti-Proliferation	1	0	1	0	1	0	1	1	1	1	1	1
